id	A9_rpkm	A10_rpkm	A11_rpkm	A12_rpkm	A13_rpkm	A14_rpkm	A15_rpkm	A16_rpkm	A17_rpkm
WDR61	3.54676	3.77419	3.43877	3.57903	2.84697	3.6559	3.5415	3.46759	3.16872
ATPAF1	3.61899	3.52759	3.52889	3.33058	3.29824	3.48078	3.30928	3.59623	3.41599
FARSA	3.43384	3.48207	3.30749	3.2698	3.11743	3.42146	3.50085	3.62133	3.45511
PAQR8	3.30218	3.10066	3.81344	3.52812	3.90986	3.29617	3.41534	3.10594	3.71894
PPM1A	3.58665	3.50365	3.62737	3.36521	3.30193	3.36329	3.32263	3.52315	3.44095
CD59	3.23777	3.43914	3.41124	3.45534	3.81688	3.30891	3.35106	3.53073	3.57942
SGSM2	3.16005	3.24231	3.13211	3.28485	3.36637	3.39521	3.69872	3.48323	3.67531
SUPT5H	3.23794	3.48855	3.34631	3.3876	3.45106	3.3467	3.49599	3.54233	3.343
RAB11FIP4	3.41239	3.17812	3.39855	3.31105	4.01115	3.44161	3.33985	3.43206	3.45079
VAMP3	3.64972	3.42757	3.41769	3.76973	3.5392	3.66247	3.6041	3.18236	3.45407
SCN3B	3.39755	3.45195	3.31977	3.55149	2.62095	3.40507	3.5106	3.60767	3.40782
PDIA6	3.35976	3.43596	3.5106	3.26826	3.3403	3.30218	3.32857	3.60546	3.39874
EPN1	3.09189	3.21152	3.35724	3.34108	3.81997	3.39101	3.67067	3.4484	3.62046
TPD52	3.64729	3.76197	3.50759	3.40435	2.64703	3.47209	3.38564	3.56636	3.42069
SAMHD1	3.10249	3.22354	3.54414	3.70866	3.7141	2.85862	2.95573	3.1924	3.34868
CLMN	3.4061	3.05273	3.61044	3.71849	3.56958	3.54746	3.1937	2.87116	3.43758
ERC2	3.34868	3.3448	3.16825	3.2705	3.30661	3.09051	3.37851	3.45293	3.44722
ATF4	3.2455	3.17343	3.43106	3.33739	4.24297	3.28771	3.15067	3.43962	3.33953
COPS6	3.352	3.49041	3.61266	3.37608	3.42706	3.36579	3.34056	3.5445	3.3874
SAR1A	3.56245	3.58624	3.3673	3.52109	3.27596	3.53957	3.54312	3.4829	3.35504
OPCML	3.63166	3.57321	3.57692	3.34222	2.50585	3.41279	3.33033	3.63716	3.43596
MORC3	3.36911	3.2552	3.37931	3.41076	3.71713	3.36937	3.37479	3.28568	3.45106
CHMP2A	3.46735	3.54349	3.3281	3.46497	3.10924	3.63072	3.5481	3.46442	3.44504
IDH3B	3.54785	3.47994	3.51873	3.41797	2.8854	3.42569	3.42491	3.65137	3.39755
PPP4R2	3.57903	3.37281	3.63072	3.50947	3.53422	3.33842	3.12945	3.35237	3.42629
ZFYVE9	3.52282	3.57753	3.54676	3.3439	3.3993	3.38316	3.19397	3.56355	3.2455
PFKL	3.31513	3.31977	3.22354	3.28117	3.27664	3.31594	3.65791	3.39989	3.56682
IARS	3.53422	3.57092	3.38681	3.47675	3.21032	3.45723	3.39547	3.53235	3.3262
FLNA	2.85067	3.16038	3.1681	3.29459	4.31499	3.40782	3.30273	3.44907	3.36266
USP16	3.46209	3.58684	3.30587	3.70475	3.39376	3.48466	3.5234	3.34771	3.46059
COPS2	3.63824	3.54233	3.56355	3.57273	2.95717	3.54715	3.3666	3.44865	3.27308
NPAL3	3.41652	3.38258	3.67341	3.47476	3.52433	3.44466	3.51601	3.50575	3.51412
RAB31	3.2501	3.38681	3.31594	3.5717	3.70583	3.49991	3.38316	3.25946	3.63303
CRYZL1	3.51637	3.48438	3.33889	3.62253	3.43059	3.44877	3.27092	3.297	3.25356
GPSM2	3.42006	3.24618	3.51154	3.67094	3.91195	3.66593	3.43789	3.19735	3.45134
TERC	3.05972	3.45407	3.24205	3.32598	3.2054	3.4362	3.53197	3.46606	3.62234
CAPRIN2	3.28086	3.22189	3.22922	3.39801	3.44222	3.4308	3.29379	3.15969	3.44907
SAFB	3.28008	3.27869	3.45293	3.40457	3.60156	3.38681	3.20849	3.19107	3.37281
PTDSS1	3.62939	3.6567	3.45587	3.26507	2.86049	3.43187	3.36398	3.63938	3.21093
FUT8	3.4484	3.37676	3.42954	3.43498	3.52048	3.51493	3.57601	3.28852	3.40236
ING4	3.29539	3.3991	3.35321	3.49649	3.45428	3.34436	3.47405	3.3876	3.45942
ERCC1	3.18733	3.28466	3.44643	3.28955	3.51154	3.33483	3.53816	3.33934	3.48078
UBE4B	3.34367	3.35757	3.47369	3.45407	3.73475	3.36842	3.37804	3.32003	3.44695
USP14	3.6041	3.63653	3.44036	3.56796	3.25409	3.49434	3.46668	3.47053	3.31573
SEC22B	3.60722	3.45428	3.40483	3.37557	3.17292	3.43384	3.48855	3.56419	3.49875
MMS19	3.41124	3.32362	3.48855	3.34749	3.5497	3.37931	3.32003	3.59505	3.50706
VPS29	3.52109	3.63423	3.51192	3.43724	2.91798	3.38959	3.36552	3.55032	3.40212
HMGCR	3.76076	3.33766	3.52254	3.38537	2.79725	3.58178	3.48713	3.59307	3.38116
CTNNA3	3.51347	3.27711	3.31489	3.6503	3.50796	3.37003	3.58974	2.78667	3.34333
HOMER1	3.33618	3.40292	3.40636	3.25335	3.3242	3.13524	3.28032	3.52812	3.28716
NPDC1	2.95819	3.19055	3.31414	3.47441	3.67564	3.23439	3.45814	3.45407	3.57543
PRMT1	3.45853	3.39645	3.42415	3.39257	3.31378	3.41173	3.43473	3.50321	3.32045
TJP2	3.45487	3.2777	3.5445	3.61431	4.0914	3.48389	3.61356	3.17445	3.64348
SRP68	3.41452	3.60796	3.56882	3.31718	3.45163	3.39165	3.28536	3.56145	3.39613
KIAA1279	3.5656	3.60601	3.36552	3.45487	3.0499	3.44643	3.4975	3.62092	3.37126
TMBIM1	3.01558	3.37768	2.98226	3.53093	4.00855	3.7969	3.59354	3.89455	3.53517
ARPP_21	3.3098	3.34222	3.25496	3.28852	3.17387	3.28745	3.25927	3.45511	3.4345
C1orf192	3.62524	3.47476	3.40507	3.34651	3.36498	3.47745	3.12303	3.52866	3.23069
PDS5A	3.47261	3.28416	3.52389	3.39826	3.86242	3.32786	3.26323	3.38959	3.44062
FAM169A	3.59834	3.54583	3.50365	3.32833	3.14369	3.38588	3.31311	3.60894	3.37804
CAPZA1	3.63907	3.53043	3.35535	3.49515	3.17864	3.61122	3.3673	3.51794	3.37931
KIAA0430	3.48466	3.59042	3.52566	3.32171	3.39826	3.35724	3.3878	3.55544	3.44004
PBX1	3.37216	3.45917	3.44339	3.47772	3.33058	3.44124	3.46886	3.4626	3.41309
FAM171A1	3.24571	3.17836	3.59446	3.31594	3.82874	3.2501	3.36182	3.38288	3.69523
COL6A1	2.68115	2.82686	3.0728	3.24869	3.65927	3.15926	3.40152	3.20236	3.34696
C9orf5	3.47168	3.42022	3.62488	3.44004	3.35669	3.38348	3.26116	3.61824	3.4381
KIAA1191	3.44036	3.47289	3.39826	3.40292	3.40109	3.43106	3.46059	3.56919	3.38714
IMMT	3.5766	3.53747	3.41309	3.45783	3.04779	3.46464	3.38811	3.51154	3.30478
IK	3.50126	3.62488	3.40309	3.52685	3.33186	3.51844	3.37216	3.34949	3.18444
UBA52	3.28852	3.27617	3.41173	3.48438	3.61744	3.42382	3.60863	3.45942	3.33681
MRPS30	3.57881	3.6268	3.50861	3.34631	3.19735	3.39963	3.39441	3.54851	3.34836
P2RX7	3.13655	2.85766	3.67395	3.20789	4.28621	3.21487	3.01261	2.77555	3.62939
MTUS1	3.38027	3.24938	3.70713	3.38116	4.03742	3.19444	3.37281	3.00635	3.53657
IFNGR1	3.39202	3.52025	3.55032	3.89115	3.0378	3.27741	3.53714	3.18655	3.46383
NRBP2	3.21032	3.24986	3.06966	3.50861	3.25249	3.5172	3.5463	3.079	3.53197
LONRF2	3.50681	3.60328	3.54502	3.18877	2.7975	3.25249	3.29063	3.67798	3.31884
CBX5	3.5497	3.59961	3.5001	3.46817	3.23546	3.4327	3.39963	3.52651	3.44554
CAMTA1	3.49414	3.4755	3.53601	3.28568	3.00362	3.42176	3.30501	3.54312	3.38219
RWDD1	3.65968	3.62299	3.49253	3.6481	3.28008	3.46309	3.23565	3.2361	3.12051
UXT	3.50365	3.31078	3.51794	3.47507	3.57942	3.38219	3.26601	3.41173	3.43428
FAM134A	3.46464	3.49991	3.49515	3.2496	3.33159	3.35401	3.3874	3.56386	3.35273
PLTP	3.15508	3.278	3.2574	3.63031	3.78966	3.56209	3.6665	3.23987	3.71171
CIZ1	3.13354	3.19519	3.42648	3.27408	4.00647	3.27308	3.2866	3.25065	3.51659
CHKA	3.26781	3.27496	3.44976	3.52389	3.56209	3.23698	3.4381	3.0946	3.43565
SR140	3.40457	3.4381	3.26624	3.44667	3.38175	3.43473	3.44259	3.25819	3.23648
CCDC53	3.5445	3.48121	3.38985	3.66963	3.60487	3.59271	3.38419	3.36182	3.16625
SRRM1	3.1836	3.20562	3.09483	3.40654	3.3753	3.28156	3.17009	2.871	3.12913
PABPC1	3.45814	3.56104	3.53845	3.58025	3.63226	3.52866	3.25249	3.29063	3.37768
DNAJB1	3.10182	2.86095	3.6268	2.93579	4.60194	2.99518	3.03047	3.22234	3.4755
CUL2	3.63423	3.57629	3.49466	3.43428	3.11365	3.50681	3.37251	3.5234	3.32362
FRY	3.46231	3.55725	3.45269	3.35031	3.14501	3.27943	3.26781	3.55959	3.35724
C22orf28	3.54179	3.4475	3.48679	3.36685	3.11159	3.49677	3.50396	3.52048	3.26781
ANKHD1_EIF4EBP3	3.3262	3.35031	3.3083	3.44391	3.66513	3.33287	3.36498	3.22189	3.35609
REPS2	3.64877	3.56025	3.49914	3.30273	2.8523	3.40263	3.3698	3.60039	3.37608
RGS5	3.28442	3.6764	3.15508	3.46541	3.06628	3.32935	3.55315	3.03381	3.38901
MPP1	3.52651	3.5448	3.57847	3.28257	2.73939	3.48533	3.43165	3.58824	3.38985
MTCH2	3.55816	3.59066	3.38618	3.47053	2.68347	3.58784	3.51523	3.48855	3.41025
SENP2	3.49533	3.59552	3.5448	3.42054	3.47369	3.45619	3.32478	3.5106	3.23546
LLGL1	3.3993	3.13258	3.47801	3.65791	3.61207	3.54996	3.71894	3.10514	3.79577
POLDIP2	3.52363	3.3661	3.41096	3.33313	3.5448	3.46519	3.42954	3.48121	3.29993
PEPD	3.44946	3.25409	3.59135	3.46635	3.33352	3.31143	3.56851	3.32026	3.54676
RNASEH2B	3.64662	3.49193	3.3439	3.42006	3.77847	3.62133	3.38618	3.44259	3.03029
RORB	3.59103	3.59583	3.38419	3.29642	3.04557	3.36911	3.35918	3.58134	3.3061
PAAF1	3.62234	3.56209	3.33537	3.52988	3.32451	3.58624	3.58209	3.3991	3.11674
SSB	3.58824	3.57273	3.39353	3.4755	3.32362	3.53294	3.3083	3.32833	3.21859
SLC3A2	3.14187	3.20715	3.35048	3.34251	3.7772	3.34167	3.58665	3.3061	3.57903
ADAM10	3.44124	3.3439	3.52048	3.51493	3.50288	3.40701	3.35653	3.40348	3.45347
MGC16169	3.36579	3.33159	3.45814	3.32478	3.6517	3.34696	3.37181	3.43724	3.38258
ARL8A	3.44643	3.32072	3.51412	3.44365	3.42541	3.4829	3.50436	3.35785	3.43534
LAP3	3.07924	3.26923	3.10454	3.6092	3.31657	3.5746	3.33953	3.27641	3.28416
NME2	3.40403	3.39228	3.55992	3.26168	3.2909	3.39706	3.27408	3.35635	3.24014
JMJD1A	3.30587	3.56355	3.46497	3.29864	3.83851	3.17546	3.3587	3.31232	3.32962
SASH1	3.11309	3.09704	3.55357	3.25789	4.24901	3.12095	3.39801	3.09118	3.63716
MBOAT2	3.55315	3.41452	3.41685	3.59862	3.67912	3.48946	3.59042	3.31977	3.49726
SERF2	3.25859	3.03893	3.47053	3.36911	3.84821	3.29428	3.38378	3.27888	3.41365
SAE1	3.56104	3.5713	3.44695	3.31215	3.043	3.40954	3.32786	3.6238	3.21621
SUPT6H	3.18692	3.35123	3.40654	3.31884	3.67531	3.32334	3.3467	3.35081	3.38959
STX16	3.20715	3.16648	3.29153	3.43845	3.51601	3.40369	3.25469	3.11743	3.35653
PDHB	3.56636	3.43724	3.56588	3.47209	2.67824	3.52839	3.41628	3.47135	3.47308
APPL2	3.22391	3.18762	3.45534	3.47325	3.94529	3.25138	3.42541	3.15685	3.56209
EXOC4	3.34976	3.37146	3.32722	3.25946	3.4308	3.31977	3.35371	3.40926	3.38838
NEDD4L	3.50947	3.48241	3.39134	3.28442	2.99627	3.31769	3.40236	3.50531	3.3467
NPC2	3.36026	3.29602	3.38288	3.49466	3.41154	3.52812	3.71113	3.33033	3.49434
FMR1	3.5415	3.67484	3.38811	3.41365	3.10571	3.36125	3.32533	3.50039	3.25927
CHKB	3.13552	2.85872	3.41486	3.5062	3.78914	3.08143	3.17189	3.12913	3.64322
EFTUD2	3.50733	3.40403	3.51915	3.48264	3.12858	3.38875	3.31414	3.57587	3.34108
AKAP10	3.37729	3.35273	3.47476	3.43026	3.52988	3.36685	3.34276	3.51246	3.42541
DYNC1LI1	3.64382	3.58178	3.50468	3.45881	2.85671	3.42757	3.30587	3.48027	3.25198
BMPR2	3.52433	3.47135	3.47867	3.4327	2.91191	3.44189	3.2698	3.6092	3.39293
APBB2	3.52315	3.21345	3.44809	3.44339	3.46886	3.45487	3.41884	3.09144	3.4362
AKIRIN1	3.38564	3.44124	3.60676	3.35184	3.69644	3.41822	3.27641	3.41239	3.33572
IMPDH2	3.48569	3.47772	3.45163	3.39202	3.53957	3.55879	3.50912	3.39679	3.26852
UBXN1	3.41257	3.4685	3.3242	3.37064	3.23869	3.30928	3.58516	3.44062	3.44339
DDX42	3.44062	3.53422	3.36911	3.47233	3.19309	3.39613	3.33483	3.40403	3.27147
ARMCX3	3.58288	3.57881	3.4475	3.27617	2.77299	3.34896	3.41279	3.58859	3.22173
LASS2	3.47675	3.31657	3.61087	3.58929	3.77507	3.54312	3.53162	3.02386	3.51084
MEA1	3.56682	3.50733	3.45319	3.18944	2.90168	3.38511	3.40895	3.55315	3.25156
HARS	3.38116	3.47801	3.46059	3.24721	3.11544	3.26747	3.263	3.51006	3.37356
PCGF5	3.52597	3.52957	3.34167	3.35669	3.24809	3.38403	3.49875	3.51218	3.48121
PDCD6IP	3.5481	3.49152	3.4134	3.44504	3.19864	3.42838	3.40292	3.43596	3.33216
XRN2	3.33186	3.35566	3.46231	3.55959	3.45757	3.3281	3.41572	3.35895	3.43187
GPR37L1	3.21068	3.11385	3.31168	3.3673	3.73596	3.34771	3.66849	3.04473	3.7255
ACAT1	3.56754	3.49434	3.47938	3.51993	3.16498	3.5463	3.34749	3.41486	3.25838
HIVEP2	3.45619	3.45757	3.32121	3.3661	3.09644	3.37328	3.30638	3.48713	3.38656
DCTN4	3.48713	3.47405	3.48569	3.44124	3.22517	3.48618	3.47079	3.488	3.40403
SLCO1A2	3.76354	3.39706	3.37999	3.81905	3.15712	3.41124	3.77147	3.02462	3.57753
PNPLA8	3.50288	3.45487	3.33766	3.48241	3.17247	3.49496	3.37404	3.75585	3.31489
ACTN1	3.05129	3.13692	3.49193	3.16737	3.55179	3.23724	3.26537	3.50204	3.54349
HERC3	3.57388	3.58424	3.54785	3.45319	3.31839	3.40732	3.32513	3.42871	3.36147
KIAA1394	3.50912	3.30109	3.23053	3.6278	2.90918	3.7415	3.86188	2.77684	3.50832
PPFIBP1	3.22774	3.14916	3.44391	3.21487	3.46635	3.36072	3.2469	3.26704	3.44259
VAMP1	3.63976	3.70034	3.43685	2.92704	2.78233	3.67798	3.18444	3.47675	3.3057
BCAS3	3.44554	3.40435	3.49414	3.35692	3.25356	3.43244	3.37572	3.36398	3.50468
SMAP1	3.55752	3.38656	3.45853	3.51347	3.12661	3.52988	3.3991	3.56282	3.54996
CDK5RAP3	2.99024	3.10618	3.16335	3.26923	3.68864	3.11591	3.18944	3.07396	3.3242
GABRB3	3.41731	3.49515	3.53657	3.31613	2.86473	3.16311	3.26203	3.67531	3.31143
BRSK2	3.0711	3.12605	3.25156	3.17629	3.48207	3.34276	3.42629	3.3698	3.44289
SGTB	3.66561	3.61018	3.38045	3.18987	2.55045	3.50861	3.35419	3.67747	3.24179
FAM152B	3.47648	3.28325	3.5234	3.40369	3.55572	3.44062	3.35007	3.34593	3.39353
GPHN	3.28186	3.38564	3.16977	3.363	3.02462	3.33424	3.31657	3.28955	3.24445
CCDC72	3.4232	3.79974	3.31009	3.41025	2.97037	3.71004	3.65968	3.34009	3.24334
CDC73	3.33313	3.31718	3.26373	3.32003	3.43244	3.2909	3.32026	3.28156	3.52812
PRPF3	3.12035	3.13211	3.11531	3.31911	3.84871	3.16757	3.18762	3.06445	3.31685
EWSR1	3.28275	3.40571	3.35895	3.45134	3.80096	3.38714	3.23087	3.21134	3.19786
C3orf1	3.33766	3.37634	3.49832	3.31685	3.41572	3.40979	3.52048	3.3666	3.48855
AP2A2	3.34593	3.29208	3.42541	3.19843	3.26852	3.32097	3.39228	3.54715	3.43384
C20orf19	3.37768	3.11702	3.37851	3.29583	3.84553	3.22562	3.28974	3.19296	3.23148
PWP1	3.48323	3.68237	3.38027	3.53495	3.11447	3.47476	3.34804	3.41154	3.26923
CEP170	3.47608	3.48419	3.45001	3.41822	3.19462	3.38288	3.3942	3.41652	3.28117
CTSL1	3.50039	3.48354	3.47692	3.51154	3.01381	3.45134	3.42243	3.38045	3.28325
LASS4	3.26455	3.06704	3.44161	3.25424	3.88594	3.36637	3.44907	3.16537	3.59961
SUMO3	3.51601	3.46708	3.4061	3.33618	2.93334	3.33313	3.36471	3.58725	3.37251
SSR3	3.47405	3.59658	3.36712	3.57092	2.91601	3.49599	3.53093	3.50733	3.32293
ABI1	3.40871	3.52363	3.31336	3.3666	3.25625	3.39989	3.43877	3.46817	3.41797
MAPRE1	3.35007	3.45293	3.47135	3.61824	3.35273	3.3874	3.43596	3.28999	3.59996
TM9SF3	3.59623	3.5751	3.488	3.49533	2.86563	3.49515	3.4308	3.49041	3.35895
MSRA	3.08436	3.00893	3.23777	3.11409	3.35007	3.16557	3.25288	3.15277	3.46577
GPR56	2.83582	2.91938	3.25288	3.4975	3.98754	3.61521	3.34333	3.22124	3.68953
TGOLN2	3.41685	3.48533	3.45459	3.39318	3.44628	3.352	3.33787	3.45163	3.3673
KCNIP4	3.49193	3.43244	3.27457	3.34333	2.72038	3.42735	3.29993	3.61392	3.45195
TBC1D15	3.36552	3.4332	3.43962	3.52048	3.33953	3.42519	3.31143	3.2403	3.2657
ACAT2	3.78374	3.58586	3.40954	3.36095	2.68792	3.47675	3.48737	3.5481	3.35822
CWC15	3.62993	3.50062	3.38588	3.41239	3.01627	3.41154	3.45459	3.51659	3.27596
BRWD1	3.42897	3.38838	3.38116	3.44528	3.27457	3.42097	3.27165	3.34056	3.33424
RABGGTB	3.55649	3.63907	3.39376	3.43914	3.09704	3.24419	3.43685	3.51601	3.28086
CAMKK2	3.44865	3.39353	3.3637	3.20329	3.13108	3.41534	3.30193	3.70166	3.2574
PURA	3.37897	3.38403	3.39706	3.33681	3.23087	3.2244	3.46577	3.4755	3.60627
LDB1	3.20393	3.35419	3.26507	3.38588	3.21169	3.40292	3.52282	3.31769	3.35757
SMARCA1	3.3666	3.42871	3.41257	3.45001	3.14311	3.50062	3.39645	3.39015	3.40732
KHDRBS1	3.38378	3.44667	3.34222	3.54083	3.2624	3.48911	3.59135	3.324	3.29153
TFRC	3.71849	3.49726	3.28275	3.38681	3.06907	3.60039	3.09051	3.1792	3.25382
KIAA1467	3.58493	3.48466	3.50162	3.38403	2.48233	3.31613	3.17864	3.67289	3.18713
DDOST	3.43877	3.43286	3.27434	3.49285	3.13978	3.51218	3.45134	3.54179	3.26654
AKR1B1	3.39353	3.36125	3.59996	3.5172	2.94461	3.45195	3.40832	3.42781	3.50947
HNRNPUL1	3.26483	3.28745	3.31036	3.42146	3.77117	3.35449	3.44528	3.25308	3.4134
ALDH9A1	3.37088	3.35321	3.33424	3.54382	3.10488	3.70475	3.63562	3.37608	3.55454
TBC1D9B	3.14413	3.15359	3.43187	3.21381	3.82317	3.36182	3.40187	3.29911	3.51547
ZFYVE16	3.43026	3.57388	3.20236	3.67912	3.06738	3.57035	3.5354	3.13761	3.3038
UFC1	3.36329	3.30273	3.53073	3.38258	3.14656	3.3673	3.4332	3.42541	3.36521
SAMD8	3.41279	3.38618	3.37557	3.52254	3.48879	3.52389	3.38288	3.46309	3.32909
PRPF18	3.47745	3.42054	3.33662	3.36842	3.21637	3.28608	3.26869	3.40997	3.23816
LRRC7	3.33159	3.31052	3.15247	3.50062	2.96887	3.31009	3.32756	3.33504	3.42268
GRIK2	3.25356	3.47938	3.14148	3.4475	2.4682	3.31718	3.53635	3.32334	3.40187
THOC1	3.2913	3.25065	3.13524	3.43653	3.68294	3.2951	3.17445	2.95837	3.22622
CCDC90A	3.47015	3.44318	3.46342	3.41096	3.66182	3.48975	3.36125	3.31743	3.37479
SNPH	3.04176	3.17546	3.3621	3.12882	3.69036	3.21859	3.46231	3.42648	3.56721
ADIPOR2	3.33258	3.263	3.66849	3.75049	3.80493	3.14966	3.27	3.07808	3.59469
NOMO1	3.55417	3.56882	3.46943	3.25288	3.19555	3.30811	3.2777	3.61207	3.25789
GABRD	3.41572	3.3467	3.36095	2.97238	2.96411	3.58665	3.36072	3.51915	3.42928
SCAMP1	3.62299	3.64382	3.44222	3.33186	2.5905	3.46442	3.38483	3.5713	3.26426
DYNLT3	3.83803	3.75756	3.28008	3.20393	2.23206	3.42928	3.42648	3.61549	3.11508
PILRB	2.97099	3.0007	3.25859	3.44259	3.58057	2.89563	3.25645	2.88174	3.83205
SGTA	3.17493	3.04947	3.30193	3.35007	3.68395	3.38618	3.51412	3.18733	3.44318
RNPC3	3.29243	3.4626	3.25927	3.44062	2.90242	3.36449	3.41452	3.22684	3.40435
PHACTR1	3.3621	3.41173	3.30661	3.22302	3.04947	3.32003	3.37961	3.51412	3.42146
LOC401152	3.35724	3.53517	3.31554	3.37404	3.45917	3.47168	3.46708	3.36072	3.23629
FAM134B	3.64079	3.51112	3.48466	3.48713	2.85923	3.53014	3.39498	3.53422	3.33985
EEF1D	3.20046	3.1681	3.31613	3.33842	3.81905	3.21637	3.4362	3.28974	3.47507
FLJ37464	3.08642	3.25198	3.02487	3.40544	3.11674	3.27869	3.17753	3.05851	3.34077
SFT2D2	3.27826	3.20921	3.66824	3.75413	3.5379	3.45347	3.35724	3.19716	3.51347
POLR2G	3.34009	3.44466	3.32962	3.50039	3.02757	3.67872	3.68395	3.47325	3.12274
TRAK2	3.23439	3.25356	3.363	3.40187	3.91967	3.16458	3.29724	3.05521	3.29724
SCP2	3.45232	3.46986	3.38079	3.53816	3.05928	3.52566	3.54414	3.42491	3.52315
UBE2D3	3.53324	3.39441	3.46779	3.54548	3.59135	3.41884	3.21696	3.28745	3.07924
UTP18	3.48121	3.52839	3.38714	3.35635	2.89236	3.37634	3.44339	3.5354	3.05569
TXNDC14	3.4569	3.5234	3.3876	3.36823	3.49797	3.38901	3.29824	3.38901	3.1456
UBLCP1	3.66593	3.69083	3.37479	3.4191	2.20482	3.61744	3.324	3.42176	3.21811
NRXN3	3.3242	3.3878	3.17408	3.20068	2.5615	3.32598	3.25496	3.29106	3.21572
SCG2	3.57321	3.66593	3.21152	3.06005	1.90569	3.18655	3.41257	3.54896	3.10533
S100A13	3.34731	3.41572	2.86095	3.37804	2.80892	3.42781	3.75234	3.23926	3.62655
RASD1	3.01509	3.11447	3.40832	3.35918	3.41884	3.20896	3.56104	3.86018	3.6534
OSBPL8	3.5463	3.57035	3.37961	3.36579	3.06884	3.35184	3.30218	3.56531	3.25946
FLOT2	3.30141	3.41096	3.4327	3.15897	3.28383	3.36425	3.4134	3.55213	3.42676
TFDP2	3.25198	3.19843	3.45134	3.41154	3.58624	3.22544	3.51305	3.36823	3.40954
MSH2	3.39826	3.42213	3.45347	3.40813	2.92391	3.42676	3.42054	3.46986	3.19843
PDK2	3.32263	3.2657	3.36147	3.26601	3.52839	3.31489	3.44877	3.39318	3.44865
MTX2	3.52685	3.67094	3.54746	3.25138	2.86117	3.57002	3.29783	3.46577	3.11252
ZYG11B	3.62018	3.52486	3.47585	3.35849	2.80574	3.35653	3.17343	3.59996	3.26373
SMCHD1	3.42757	3.33739	3.36579	3.45511	3.57881	3.42648	3.3038	3.19482	3.28771
LPCAT4	3.30928	3.48713	3.50509	3.14822	2.90464	3.26082	3.20636	3.45428	3.4626
CACNA1E	3.28644	3.32451	3.41423	3.22774	3.08626	3.23269	3.33842	3.50288	3.36125
COX16	3.61479	3.53635	3.33504	3.30294	2.54525	3.37697	3.56796	3.62893	3.4327
CORO1C	3.33821	3.3673	3.43059	3.48975	3.50509	3.30425	3.36095	3.32909	3.40483
MLLT6	2.97379	3.11409	3.24869	3.18679	3.78284	3.32263	3.46137	3.34333	3.55544
CFL2	3.77419	3.49496	3.33643	3.63562	3.05066	3.74888	3.45942	3.19786	3.37064
KIAA1468	3.4829	3.47745	3.39498	3.35535	3.02038	3.38027	3.30954	3.34804	3.27408
PHF1	3.21902	3.2698	3.37251	3.19188	3.75842	3.20462	3.37879	3.40152	3.43132
RRP1	3.16625	3.15107	3.29243	3.29783	3.46817	3.21453	3.34222	3.35822	3.2554
ADSS	3.71713	3.5717	3.33352	3.65283	3.04714	3.48354	3.25156	3.25031	3.23521
TUFM	3.43498	3.324	3.4755	3.31977	3.29379	3.42268	3.32097	3.49956	3.29283
VWF	2.90985	3.43758	3.0762	3.34413	3.69602	3.41365	3.54715	3.55149	3.23348
SGSM3	3.06005	2.94845	3.44667	3.13443	3.68214	3.02439	3.25625	3.32533	3.43165
CRMP1	3.37822	3.51523	3.26781	3.28135	3.12579	3.31911	3.47867	3.555	3.33618
WARS	3.12763	3.19885	3.0376	3.25997	3.03656	3.31168	3.12686	3.42954	2.97454
GSTM3	3.68803	3.67872	3.56636	2.88771	3.38564	3.6041	3.17684	3.13053	3.00319
C3orf63	3.45511	3.34139	3.52025	3.46409	3.65315	3.45319	3.31977	3.25997	3.48264
C20orf52	3.16335	3.343	3.31513	3.34167	2.89213	3.3448	3.74941	3.6083	3.47867
GARNL3	3.34436	3.43534	3.30273	3.33123	3.20765	3.25705	3.32121	3.26681	3.24132
RNF12	3.56419	3.56531	3.34056	3.37879	2.79582	3.42069	3.35482	3.53126	3.18655
TTC14	3.25409	3.23777	3.17088	3.31447	3.0834	3.46059	3.41969	3.15359	3.27641
C6orf106	3.35321	3.30501	3.55286	3.17445	3.66051	3.18271	3.19765	3.54583	3.40832
PRKACA	3.39989	3.42648	3.32334	3.35949	3.15067	3.49381	3.53998	3.52223	3.41173
PUF60	3.2496	3.30294	3.42897	3.37822	3.22214	3.27115	3.51637	3.43106	3.55417
CETN2	3.48911	3.4245	3.31469	3.31009	2.77197	3.57629	3.40457	3.45106	3.3666
C1orf115	3.42268	3.47233	3.37088	2.96084	2.60922	3.32142	3.23892	3.66294	3.20329
PIK3CB	3.58424	3.5445	3.54117	3.30709	3.03259	3.33058	3.20828	3.49496	3.22898
SNORD115_40	3.3587	2.36921	3.11137	2.90965	3.34333	3.54502	4.44751	3.52988	3.29029
C1orf198	3.44722	3.29642	3.34749	3.59552	3.77147	3.54414	3.55725	3.13315	3.49991
FBXO32	3.09073	3.25762	3.43565	3.42519	3.64017	3.09258	3.28061	3.13177	3.51154
CACNA1A	2.93562	3.21251	3.25705	3.20921	3.31554	3.16038	3.2574	3.22465	3.50509
ATP13A4	3.15034	3.31858	3.33313	3.55179	3.53635	3.17058	3.51844	3.05482	3.55752
PSMD12	3.6427	3.7512	3.53355	3.39165	2.91239	3.52363	3.13032	3.40678	3.16537
LPIN1	3.26704	3.20828	3.50259	3.38419	3.99921	3.30141	3.16872	3.20808	3.48533
