id	C1_rpkm	C2_rpkm	C3_rpkm	C4_rpkm	C5_rpkm	C6_rpkm	C7_rpkm	C8_rpkm	A9_rpkm	A10_rpkm	A11_rpkm	A12_rpkm	A13_rpkm	A14_rpkm	A15_rpkm	A16_rpkm	A17_rpkm
CSE1L	3.94139	2.52834	3.78029	4.05466	3.80148	3.93632	3.95445	3.90698	4.17805	4.01054	4.109	4.03417	3.53235	4.04196	3.87809	3.94435	3.88001
PSIP1	4.03823	3.60981	3.96818	3.95179	3.85579	3.8306	3.82992	3.89731	4.01569	3.963	3.8843	3.93812	3.96078	4.05896	3.81294	3.84103	3.86785
TSPAN5	3.95052	3.04886	3.79498	4.09354	3.20636	3.99183	4.11395	4.03742	4.00929	4.06243	4.15425	3.86188	3.5561	3.88786	3.73198	4.0785	3.97759
ITGAV	3.9941	2.7891	3.85653	3.75049	4.49699	3.87748	3.53235	3.77936	3.87748	3.88636	3.97022	4.05327	3.81294	4.11528	4.07369	3.86829	3.96347
RHOBTB3	3.96078	2.96334	4.16165	3.76309	4.41953	3.33504	3.43244	3.73596	3.85863	3.97551	3.84971	4.10484	4.34192	4.01782	3.94139	3.60676	4.09281
HSPC152	3.93192	2.55611	3.6941	3.95671	3.8159	4.30067	4.11272	4.00573	4.03557	3.91069	3.94139	3.72064	3.5253	3.84103	4.11272	4.11471	3.76242
PALM	3.52924	4.33997	4.16096	3.85764	4.18558	3.5746	3.67193	3.8178	3.31858	3.53657	3.68864	3.75451	4.47652	3.83165	4.08178	3.84871	4.08888
POMP	4.08721	2.79494	3.92688	4.09281	3.83205	4.08366	3.90986	3.73115	3.9842	4.19014	3.89455	4.00137	3.55725	4.05967	3.88737	3.83273	3.77011
PARP1	3.91253	3.73198	3.84713	3.9956	4.11953	3.65114	3.88184	3.80057	3.90826	3.88786	4.08366	3.97084	4.00573	3.95987	3.86448	3.78422	3.92894
SENP6	3.82632	4.18165	3.91437	3.85406	4.14894	3.69952	3.76354	3.78966	3.90698	3.87212	3.86018	4.00573	4.01569	3.95828	3.87552	3.79274	3.86997
WDFY3	3.9349	3.77889	3.89523	3.9842	4.22529	3.70617	3.79171	3.76708	3.88331	3.84871	3.9941	3.91771	4.13495	3.84194	3.7945	3.82317	3.95671
ATCAY	3.7776	3.7231	4.02608	3.93362	3.29428	4.04682	4.14746	4.13221	3.75277	3.97319	3.81117	3.70504	3.67484	3.87342	3.9842	4.0914	3.87212
HAGH	3.75756	4.08178	3.95671	4.01176	3.58386	3.92946	4.03823	4.01054	3.75701	3.71348	3.87868	3.95275	3.66885	3.81997	4.10083	3.9842	3.81344
GMFB	3.86365	2.93253	3.7255	3.35757	4.05593	4.1239	4.13124	4.09354	4.07643	4.05749	3.80578	4.00537	3.45511	3.8534	4.00063	4.02426	3.92998
CUGBP2	3.98629	3.90629	4.0413	3.75805	3.52315	3.99844	3.94529	3.95001	3.75627	3.95179	3.81094	3.89915	3.75541	3.7512	3.93862	3.99491	4.08649
MT1X	4.12888	2.74347	4.01306	3.70126	4.03239	3.07787	2.79895	3.76777	3.13337	3.84553	4.1399	4.67386	4.64719	4.27469	3.69915	3.4923	3.78839
NPTX1	3.72991	3.56754	3.99762	3.87117	3.3661	4.27143	4.13317	4.0071	3.77648	3.68864	3.85951	3.83322	3.6665	3.76595	3.97377	4.13317	4.09214
GABRB1	4.14299	3.68333	4.08436	3.97187	3.58209	3.86242	3.94795	3.77117	3.76394	3.89956	3.78081	3.94139	3.92688	3.78183	4.01002	3.9157	4.00361
UBR5	3.88925	4.14466	3.97632	3.91487	4.23903	3.74259	3.6481	3.75277	3.78787	3.81391	3.84157	3.90629	4.27403	3.82632	3.77976	3.73801	3.94387
CHD4	3.82791	4.2122	3.86188	3.84923	4.22144	3.61899	3.80057	3.75234	3.89115	3.76856	3.86365	3.97152	4.13317	3.9349	3.83923	3.78374	3.90093
LAMP1	3.92208	3.50681	3.7772	3.88852	4.08436	3.70968	3.70352	3.85406	3.93747	3.80794	4.01374	4.06243	4.0439	4.01946	4.08436	3.69036	4.03742
MAGED1	4.02338	3.1255	3.84456	3.89634	3.21601	4.03742	4.0785	4.15127	3.90161	4.0878	3.94435	3.86242	3.24914	4.05593	3.98881	4.06816	3.7922
FGF1	3.79354	3.57224	3.68803	3.75756	4.46632	3.62234	3.63716	3.37697	3.87445	3.68775	3.95001	4.1751	4.43965	3.96902	4.109	3.5975	3.92355
NCOR1	3.80357	4.63732	3.91069	3.98629	4.08649	3.55149	3.66182	3.68395	3.75234	3.71894	3.78575	3.86909	4.27552	3.81905	3.7512	3.7512	3.88486
KIF3C	3.80756	3.75366	3.89584	4.06298	3.2455	4.06724	4.03618	4.08178	3.71748	3.71004	4.10307	3.64972	4.11528	3.75234	3.78541	4.01483	4.00204
SMAP2	3.97691	3.51461	3.92449	4.05967	3.28236	3.92449	4.08847	4.09281	3.99297	4.00537	3.94529	3.92092	3.37146	3.86496	3.84271	3.95374	3.82065
SDCCAG1	3.91967	4.21468	3.97319	3.87656	4.13853	3.67067	3.75541	3.75541	3.86496	3.83504	3.93192	3.89731	4.0403	3.91195	3.80057	3.76277	3.81538
NOL7	4.00361	3.79006	3.93085	3.91706	4.00794	3.97152	3.7969	3.79116	3.98077	3.98581	3.89634	3.92494	4.10753	3.46668	3.94795	3.88288	3.63653
HECTD1	3.92449	3.39989	3.82791	3.92636	3.88786	3.90574	3.96402	3.94865	4.0277	3.94387	4.00647	3.92688	3.79544	3.93986	3.77686	3.97469	3.82837
TMEM219	3.70866	3.57273	3.93862	3.89584	4.24429	4.11593	3.7374	3.83426	3.79044	3.83562	3.68775	3.93043	4.36866	3.80393	3.94435	3.76674	3.81747
PSMB3	3.99297	2.96782	3.77807	4.1239	3.5172	4.23378	4.01946	4.01719	3.903	3.97691	3.86687	3.9605	2.94681	3.90767	3.95445	3.98754	3.98691
EIF1B	3.98581	2.99696	3.95487	4.00929	3.76856	3.82065	3.81242	3.90205	3.96951	4.15127	4.12122	3.84506	3.70352	4.1239	3.83117	3.83374	3.81961
RNF13	3.95121	2.94217	3.63976	3.94267	4.26908	3.67226	3.75413	3.74633	4.11953	3.97807	3.99988	4.14065	3.77258	4.01054	4.02001	3.68063	3.91914
FGFR1OP2	3.96659	4.05967	3.76547	3.89388	3.8529	4.07779	3.84821	3.95275	3.90244	3.99361	3.97281	3.71113	3.68024	3.68478	3.73507	4.03366	3.82632
NUCB1	3.75948	3.93362	3.90205	3.81905	3.77181	4.29362	3.82893	3.98531	3.70166	3.71141	3.71612	3.81997	3.85579	3.94795	3.98831	3.99988	3.8726
RHBDD2	3.92265	3.00043	4.05268	3.9492	3.22107	3.96523	4.15048	4.15048	3.87175	3.91373	3.82791	3.70713	3.55213	3.93362	4.02536	4.06044	3.91839
C6orf142	3.77258	3.84553	4.1808	4.03478	3.60894	3.84776	3.8432	3.90629	3.79305	3.85653	3.44907	3.62299	3.88486	3.85164	4.20801	3.91652	4.1256
HPRT1	4.06298	3.03202	3.99018	3.93921	2.9808	4.11272	4.06586	4.01483	4.12647	4.16445	3.94865	3.8432	3.05851	4.04866	3.83851	3.92557	3.68615
KIAA0515	3.81538	3.86733	4.09693	3.77889	3.96123	3.76973	3.77807	3.90428	3.61595	3.73645	3.85406	3.82118	4.21468	3.93291	3.9492	3.92494	3.99921
LAMP2	4.10484	2.47298	3.53635	3.91437	4.30067	3.47507	3.58725	3.64079	4.22063	3.86405	4.1751	4.23147	3.59771	4.07701	3.92946	3.61152	4.11272
MAP2K1	3.92747	3.33464	3.76897	3.97807	3.00977	3.94215	4.09021	4.13124	4.07185	4.03686	3.9588	3.92035	3.06445	3.99018	3.82317	4.08366	3.87809
ATF2	3.88786	3.65864	3.85698	4.04196	3.69644	3.92147	3.88678	3.92557	3.97632	3.9574	3.89275	3.88288	3.90244	3.9157	3.8306	3.92355	3.79752
CADM4	3.84271	3.6503	3.86018	3.77419	4.02718	3.50259	3.90011	3.78183	3.89787	3.80597	3.91373	4.09021	4.08436	4.06895	4.0071	3.73198	3.98077
STXBP3	3.90826	3.76643	3.70413	3.76547	4.16096	3.68126	3.75756	3.60156	4.04637	3.93239	4.01483	4.13124	3.79797	4.00929	3.95052	3.7255	3.93406
OS9	3.87523	3.8761	3.82837	3.83205	3.89787	4.13317	3.88535	3.98169	3.82874	3.82681	3.78029	3.79923	3.71534	3.85054	3.96246	3.98031	3.87748
ELMO1	4.05749	4.42232	3.67747	3.93986	4.11272	3.49677	3.75487	3.64877	3.91195	3.75541	4.0277	3.91195	3.81094	3.79752	3.91487	3.61744	3.95275
XPO1	3.88892	3.25087	3.86303	3.83117	4.45813	3.89455	3.80756	3.56104	3.88969	3.78966	4.03117	3.86018	4.33341	3.81836	3.80293	3.72913	3.83504
PPAP2B	3.95617	2.8651	4.00573	3.72099	4.25942	3.88636	3.66387	3.74837	3.70278	3.79797	3.71713	4.0785	4.08508	3.82451	4.26201	3.63265	4.21973
RNASEK	4.01836	3.60328	3.96347	4.04866	3.45652	3.84506	3.91137	3.80756	3.89915	4.02536	3.80522	4.06724	3.63716	4.08576	3.85653	3.81538	3.87058
STX1B	4.08028	3.83374	4.31326	3.8761	3.02083	3.77181	3.84553	3.98943	3.69915	3.90574	3.86448	3.73041	3.46309	4.01719	4.06243	3.96659	3.87716
SERPINE2	3.92557	2.96317	4.10844	3.66513	4.10639	3.75585	3.85823	3.92265	3.80393	3.83205	3.74837	3.90986	4.04795	4.14969	4.02608	3.82837	3.90892
PLEKHB2	3.90892	2.70626	3.77181	3.85114	3.3061	4.19589	4.16297	4.10639	4.0403	4.09425	3.89115	3.82498	3.3262	3.89205	3.91652	4.09693	3.68378
RPS5	3.80229	3.11702	3.76828	3.88678	4.19195	4.02468	3.88737	3.68294	3.91373	3.84103	3.69569	3.98531	4.18393	3.88486	4.03879	3.88535	3.88969
ASH1L	3.89731	3.91652	3.94215	3.92557	3.9349	3.80293	3.87523	3.84776	3.84656	3.87716	3.89731	3.82837	3.95275	3.84871	3.78914	3.89205	3.92302
SNORD116_23	4.10307	4.85221	4.1167	3.90826	3.35976	3.13641	3.46497	3.74888	3.49496	3.96123	3.90487	4.08847	3.59446	3.82681	3.52025	3.75989	3.87523
ZDHHC20	4.28321	2.9942	3.56145	3.86687	4.54731	3.6764	3.50468	3.46137	3.92208	3.53262	4.38065	3.99627	4.22992	3.79544	3.58684	3.47827	4.09928
MAP4	3.65968	3.63375	3.77556	3.72721	4.48553	3.74477	3.86055	3.71113	3.66331	3.72064	3.83923	3.8761	4.58852	3.76643	3.81997	3.72231	3.78374
DENND5A	3.79171	4.05749	3.76242	3.6503	4.26293	3.5631	3.75049	3.6427	3.87342	3.61521	4.02468	4.02426	4.3182	3.80794	3.87117	3.68714	4.05074
ILF2	3.99361	2.90354	3.72675	4.05074	3.83322	4.0226	3.97084	3.87212	3.98691	3.92208	3.91487	3.96347	3.55072	3.99491	3.86733	3.88969	3.89059
ARHGDIG	3.69818	3.80428	3.82175	4.08576	3.09189	4.17973	4.31243	4.22849	3.8159	3.5656	3.7512	3.66051	3.33766	3.52729	3.85164	4.16165	3.96659
C20orf116	3.69915	4.72936	3.86687	4.00573	3.83731	4.0124	3.76547	3.65864	3.61018	3.56282	3.85054	3.53197	4.14299	3.74411	3.75701	3.90428	3.73198
PAQR6	3.59623	4.41751	3.78137	3.57092	4.81114	2.74067	3.63423	3.44161	3.55572	3.69266	3.76973	4.0403	4.33631	3.87117	4.16165	3.13158	3.72614
HIP1R	3.5895	5.00892	3.8149	3.84971	4.35639	2.91755	3.39679	3.62253	3.6268	3.33313	3.67681	3.83645	4.21105	3.52223	3.91967	3.29555	4.01782
NEBL	3.85406	3.01509	3.95121	3.60442	4.23304	3.86405	3.66147	3.74411	3.93812	3.95671	3.93453	3.91373	4.18828	3.80704	3.91437	3.82992	4.10844
PTPRS	3.72813	4.45813	3.95374	3.8529	3.87868	3.53657	3.95275	3.88184	3.6548	3.61207	3.79305	3.80704	4.05967	3.80148	3.93632	3.72675	4.00537
LENG8	3.45853	5.29759	4.15494	3.64239	4.1467	3.07494	3.24249	3.35609	3.16359	3.33618	3.54312	3.83999	4.08576	3.62092	3.74837	3.40636	3.98581
SLC25A23	3.6764	3.6534	4.03557	3.91914	4.02662	3.62524	4.00361	3.88786	3.55149	3.66051	3.85863	3.81022	4.32973	3.78284	3.8529	3.94049	4.02468
C3	3.63907	3.70968	3.32513	3.3587	4.07055	4.38065	2.53799	3.28823	3.46309	4.12647	3.76708	4.17066	4.19932	3.6481	4.22351	4.24901	4.17973
PNMAL1	3.87445	3.073	3.9605	3.96347	2.84092	4.14376	4.07125	4.11593	3.9941	4.03117	3.82743	3.81094	3.08119	3.90487	3.89634	4.1399	3.83117
STUB1	3.82837	3.98031	3.84194	4.03823	3.67718	3.95941	3.87809	3.94677	3.69952	3.63303	3.85579	3.7141	4.1239	3.79305	3.92449	3.91137	3.90361
PPT1	3.88636	2.27146	3.73596	3.86134	3.4459	4.11843	4.09281	4.01836	3.95374	4.11528	3.97152	3.94865	3.34949	3.97759	3.86997	4.05268	3.82551
FGF12	3.8687	3.39755	3.75585	3.90428	2.30894	4.12271	4.24983	4.23576	4.13542	4.21022	3.88969	3.71386	2.55232	3.85698	3.71748	4.0878	3.61392
USP54	3.84157	4.51993	3.69685	3.95445	4.48118	3.14656	3.36579	3.32888	3.82551	3.5001	4.03618	4.00647	4.34423	3.7922	3.74477	3.38439	3.93812
SGK1	4.29582	3.42069	3.54179	3.963	4.42343	3.34436	2.93035	3.62939	3.85951	3.76828	4.27861	4.41751	3.78726	3.61266	3.83165	3.47209	4.06724
SNORD115_5	3.70413	3.27641	3.56721	3.66824	3.13801	4.38841	4.41507	4.10378	3.35895	3.80756	3.37439	3.4245	3.31447	3.75989	4.68116	4.61152	0
KIF3A	3.91137	3.82175	3.83504	3.95121	3.31839	3.90629	4.04196	4.02932	4.00063	4.06187	3.92302	3.82632	3.26949	3.87748	3.78614	3.92946	3.73475
PSMA5	3.91914	2.86597	3.88969	3.89205	3.40871	3.98943	4.10484	3.98031	4.04507	3.97759	4.01306	3.82175	3.04132	4.10574	3.94865	3.97084	3.71305
ATP6V1F	4.15722	2.70734	3.88786	4.0403	3.25138	4.2122	4.14212	4.04928	3.77087	3.84271	3.89829	3.76277	3.32072	3.89829	3.98488	3.99183	3.64729
PPP1R12A	3.86018	4.50676	3.9842	3.93539	3.84553	3.75098	3.79577	3.76856	3.86829	3.88892	3.69644	3.7231	3.75003	3.81633	3.71681	3.8687	3.76856
HYOU1	3.89956	3.52254	3.90986	3.89164	3.77601	3.94744	4.04637	4.04507	3.83273	3.90244	3.88331	3.5656	3.73801	3.79974	3.85054	4.08721	3.78224
AHNAK	3.51937	3.6278	3.80293	3.62351	4.67386	3.92815	3.27472	3.48207	3.3605	3.64109	3.77807	3.82551	4.61152	3.46383	4.01836	3.80756	4.11471
CASC4	3.90428	3.48649	3.89164	3.82175	4.14065	3.70413	3.74477	3.82992	3.97281	3.88969	3.79354	3.98488	3.94215	3.94482	3.85764	3.78029	3.95179
MFN2	3.85054	3.37608	3.87445	3.89787	3.82599	3.78614	4.02718	4.0277	3.84064	3.8726	3.80794	3.8534	3.84103	3.85406	3.90767	3.96347	3.90767
CLPTM1	3.9492	3.63166	4.01115	3.85463	3.69727	3.61744	3.89787	3.93406	3.73155	3.84971	3.94049	3.78966	3.97881	3.96191	3.95001	3.87716	3.86943
GARS	3.92092	3.14737	3.68024	4.03417	3.2339	3.96587	4.03172	4.05749	4.08962	3.98881	3.90826	3.87175	3.83426	3.91308	3.67592	3.9956	3.62737
ELP2	3.88118	3.0291	3.87342	3.80704	3.78787	3.81344	3.89275	3.84506	4.06895	4.11096	3.82992	3.9941	3.66147	3.99297	3.97469	3.91487	3.7024
IPO5	3.85579	3.45232	3.81448	3.86496	3.76442	3.88925	4.0124	3.98831	4.03078	3.97187	3.94387	3.77847	3.6716	3.87809	3.72774	3.96523	3.77117
CDC42BPA	3.88486	4.26599	3.8534	3.79577	4.15425	3.63072	3.76643	3.74796	3.84871	3.77889	3.82551	3.82893	4.0413	3.79274	3.79854	3.74477	3.84553
DEPDC2	3.68395	4.35639	4.03618	3.52191	4.51307	3.18692	3.56851	3.63716	3.45428	3.60194	3.75948	3.96191	4.41751	3.80428	3.75329	3.67128	3.99694
PHLPP	3.8432	3.9157	3.68478	3.88925	4.3508	3.15034	3.60328	3.46986	3.86909	3.67128	4.03686	3.98831	4.25738	3.86909	4.0226	3.49649	4.04507
CTTN	3.8063	4.77959	3.89915	3.71171	3.86365	3.62855	3.65114	3.74193	3.59042	3.74357	3.77087	3.79402	4.00137	3.75199	3.91137	3.72156	3.87445
GLO1	3.89523	2.76057	3.76076	3.7922	3.65895	4.01483	3.92035	3.96755	4.11528	4.03078	3.90011	3.90767	3.36266	4.07534	3.92998	3.93632	3.75989
DOCK4	3.89326	4.01639	3.90487	3.78422	3.81294	3.8063	3.75098	3.81294	3.79402	3.92035	3.87445	3.88636	3.89455	3.76897	3.86134	3.90093	3.93192
NECAP1	4.08366	2.68929	3.84396	3.97881	2.74379	4.11528	4.2139	4.18828	4.07369	4.03417	3.84233	3.82939	2.81038	3.90892	3.72913	4.05074	3.52486
PSMC5	3.88535	3.76674	3.91195	3.92147	3.71457	3.92998	3.76159	3.87656	3.93453	3.94482	4.01176	3.83967	3.88331	3.76547	3.81022	3.85164	3.73325
PTPRK	3.95987	3.72099	3.79305	3.99491	3.70713	3.6891	3.7922	3.96347	4.01115	3.96402	3.98352	3.80794	3.70617	3.86055	3.76354	3.84656	3.88067
SYT4	3.88737	2.5163	3.73645	3.76242	1.72262	4.17066	4.32878	4.18393	4.08847	4.20181	3.8529	3.75585	2.23235	3.98881	3.87966	4.07437	3.75277
PLK2	3.9157	3.25065	3.85823	3.90487	2.6618	4.0811	4.33183	4.20523	4.06044	3.99256	3.65633	3.77419	2.62653	3.96123	3.82221	4.02107	3.60442
CACNA2D3	3.80704	4.67137	4.0226	4.00137	3.25686	3.76197	3.74193	3.93043	3.83205	3.76354	3.92894	3.72032	3.55789	3.6503	3.63867	3.88246	3.78315
MIAT	4.02193	4.31499	4.31928	3.74633	3.53126	3.57321	3.75842	3.78497	3.7922	3.85863	3.64419	3.81213	3.66424	3.78029	3.73596	3.8096	4.019
CDKL5	3.97807	3.88969	3.87117	3.97632	3.10986	3.78081	4.03879	4.04304	3.95941	3.94267	3.83205	3.88925	3.32557	3.88969	3.74193	3.90161	3.77455
CAP2	3.79006	3.08943	3.81117	3.91137	2.32174	4.0413	4.40444	4.15722	4.03303	3.99844	3.88246	3.71305	2.6792	3.84271	3.88786	4.16358	3.6517
RASA1	3.85863	3.44222	3.90574	3.85698	3.76159	3.91839	3.82791	3.77362	3.95828	3.92557	3.95179	3.93986	3.82414	3.94435	3.78839	3.89164	3.82791
RNF157	3.90093	3.69952	3.98352	3.82364	3.49496	3.71386	4.01836	4.0124	3.84713	3.90011	3.99256	3.68294	3.86365	3.82939	3.73475	3.89915	3.90487
CAB39	3.83999	2.94302	3.68615	3.93119	3.60796	4.109	3.97022	3.96902	3.96587	3.99183	4.01946	3.89634	3.69266	3.84506	3.64441	4.01569	3.80902
TCF25	3.63226	4.41202	3.88246	3.87966	3.62993	3.71262	3.8687	3.94328	3.68333	3.85698	3.72813	3.76354	3.90011	3.76708	3.94744	3.87966	3.81158
BRP44	3.99256	2.54027	3.59469	3.92998	3.43914	4.19267	4.13053	4.09493	3.94744	4.0071	3.78614	3.88737	3.27826	3.96078	3.76076	3.99627	3.70866
ATG3	4.03478	3.41534	3.85406	3.96402	3.95552	3.74448	3.75585	3.72386	3.99018	3.88246	3.82118	4.054	3.74687	4.10639	3.85823	3.65895	3.69036
NDUFS2	3.75989	4.00794	3.64877	4.17609	3.75948	3.88067	3.96078	3.81391	3.93986	3.76442	3.98581	3.82317	3.46442	3.88331	3.62708	3.88184	3.81242
KAT2A	3.23183	5.2079	3.87748	3.83967	4.20321	3.30501	3.33601	3.42491	3.38681	3.21287	3.79544	3.51966	4.35842	3.48241	3.42213	3.48879	3.84656
DHCR24	3.84776	3.27984	3.58209	4.12055	3.64202	3.82681	3.95179	3.77976	4.09596	3.54934	4.09214	3.43059	4.27469	3.601	3.89164	4.00361	3.91308
CLSTN3	3.92355	3.72614	4.02662	3.93192	2.47739	4.04247	4.09928	4.08302	3.86018	3.8178	3.90361	3.70914	3.01128	3.82175	3.85579	4.02718	3.83426
PSMA4	3.81905	2.98381	3.67484	3.82118	3.50321	4.25458	4.019	3.98312	4.02848	4.06389	3.92815	4.0413	3.08589	3.81242	3.83477	3.88925	3.71987
DLG2	4.01483	3.94049	3.89731	3.92894	3.44441	3.84923	3.89164	3.87445	3.87656	3.84713	3.91253	3.85114	3.53355	3.74259	3.84103	3.86134	3.84396
FAM50A	3.37281	5.00979	3.76674	3.7512	4.01054	3.40571	3.68551	3.55213	3.65218	3.50039	3.76354	3.62133	4.27948	3.60546	3.69449	3.52148	3.79974
COL16A1	3.22684	5.37638	3.78839	3.52433	4.34078	2.54213	3.2122	3.6083	3.48763	3.31554	3.76277	3.77362	3.89523	3.61631	3.55879	2.80216	3.91771
KLHL2	3.9956	3.24014	3.69915	4.0277	3.96902	3.97932	3.89956	3.89388	3.8687	3.86055	4.03172	3.71141	3.84456	3.5895	3.67448	3.96191	3.82317
PHLDB1	3.60156	4.90684	3.58894	3.73325	4.21677	2.7022	3.41452	3.24014	3.68551	3.48323	3.67128	4.0226	4.02536	4.11471	3.98239	3.50062	3.89388
MLL5	3.81836	4.3823	3.87809	3.8654	4.20256	3.52254	3.60676	3.64603	3.82118	3.69994	3.77304	3.89326	4.09838	3.85823	3.69569	3.65436	3.80057
FAF1	3.89205	4.17609	3.78914	3.83504	3.94603	3.67094	3.8096	3.72813	3.88852	3.84194	3.70766	3.90011	3.76708	3.81022	3.92636	3.77044	3.84923
MRPL41	3.46107	4.56714	4.20256	3.81117	3.90361	3.90093	3.72721	3.70089	3.39613	3.47261	3.66094	3.72872	4.09021	3.64482	3.92035	3.78884	3.90205
RPN1	4.01374	3.07594	3.64202	3.93632	3.802	4.14466	3.86943	3.8654	3.92265	3.89115	3.87716	3.78726	3.72032	3.90826	3.84971	3.95487	3.70166
KIAA0100	3.82118	3.84064	3.89956	3.91373	3.99183	3.75541	3.81391	3.8096	3.75487	3.55959	3.91308	3.75901	4.27019	3.73041	3.67912	3.82065	3.92265
LIFR	4.03879	2.64284	3.71386	3.62205	4.52296	3.56636	3.40997	3.75627	3.80096	3.7772	3.98312	4.12471	4.20256	3.67448	3.91839	3.63495	4.03879
IPO7	3.97152	3.02558	3.82681	4.00361	4.01176	3.72947	3.8063	3.73873	4.02193	3.94795	4.07288	3.96951	3.78081	3.93539	3.59996	3.84923	3.6347
DHX9	4.04637	3.23348	3.86617	3.93239	4.019	3.73082	3.76746	3.77455	3.91437	3.86829	4.06724	3.96902	3.63423	3.89634	3.76115	3.82893	3.7605
GAB1	3.82364	4.1392	3.58493	3.78497	4.35842	3.11837	3.46167	3.33766	3.75098	3.68803	3.98239	3.93406	4.35728	3.97807	3.88331	3.54746	3.98352
FAU	3.85164	3.17317	3.78884	3.77976	3.93862	4.11318	3.80493	3.73325	3.77601	3.94139	3.77362	3.92208	3.78183	3.90161	4.04578	3.86089	3.89164
TTC3	3.89915	3.95941	4.02193	3.74888	3.91706	3.60442	3.78224	3.76897	3.95001	3.95941	3.83426	3.88594	3.802	3.83117	3.75003	3.77147	3.76897
C22orf9	3.43286	4.9133	3.79544	3.98581	4.43449	3.28325	3.44339	3.3403	3.38588	3.11015	3.79923	3.69119	4.41843	3.30171	3.6567	3.41822	4.04637
NCOA1	3.79116	3.82599	3.81344	3.88288	3.98352	3.85698	3.72156	3.85164	3.75003	3.82551	3.8687	3.81242	4.19438	3.73645	3.68953	3.84271	3.88288
CAND1	3.93119	2.78838	3.69334	3.86018	3.601	4.0914	4.05268	3.99089	4.0071	3.97881	3.96078	3.78884	3.17408	3.8306	3.81213	4.06389	3.74837
MTPN	3.79402	2.82387	3.75003	3.55149	3.60194	4.18622	4.10753	4.0811	3.93043	3.94744	3.73702	3.91487	3.38811	3.88678	3.86829	4.04507	3.81836
NDUFA9	3.83165	3.22593	3.79116	3.79923	3.41423	4.1527	4.13542	3.99762	3.92302	3.83645	3.90574	3.89059	3.13053	4.03478	3.70089	3.95941	3.76746
CENTG2	3.75199	4.35262	3.83803	3.83645	4.01569	3.4505	3.60442	3.6704	3.6257	3.53573	3.9574	3.77044	4.30306	3.73155	3.88001	3.68395	3.99491
GOT2	3.97881	3.00868	3.88184	4.05896	2.9844	3.87117	4.04458	3.99361	3.93192	3.95987	4.09354	3.84396	3.08902	3.84821	3.7772	3.97281	3.84064
PTPN4	3.85951	3.22413	3.8432	3.98691	3.667	3.93119	3.92302	3.82498	3.93085	3.76897	4.03366	3.88535	3.70713	3.88636	3.71262	3.91914	3.84506
C12orf51	3.8159	3.96951	3.97187	3.94529	3.76115	3.73354	3.75277	3.86733	3.70034	3.62708	3.98943	3.78787	4.06187	3.71565	3.72721	3.85508	3.89731
IQWD1	3.7969	3.96447	3.84923	3.94865	3.39498	3.91137	4.08888	4.02193	3.98169	3.90986	3.81391	3.78686	3.36883	3.74529	3.58086	3.89326	3.6867
CELSR2	3.84971	4.00361	4.05525	3.88067	3.86018	3.37281	3.68214	3.90932	3.57629	3.60379	3.91437	3.8178	3.98352	3.78575	3.88594	3.81997	4.06044
LONP2	3.79044	3.84271	3.95941	3.87809	3.87058	3.79854	3.76242	3.73908	3.83923	3.78374	3.80057	3.8726	3.86785	3.82837	3.9157	3.88067	3.7945
STAT1	3.44189	2.91286	3.25789	3.28536	2.93316	5.76088	3.44222	3.42069	3.42648	3.45376	3.36425	3.4626	3.32171	3.61018	3.53235	3.56068	3.36182
HP1BP3	3.74411	4.24526	3.75487	3.74061	4.44071	3.68864	3.56754	3.61479	3.59006	3.59307	3.90244	3.74302	4.33039	3.66387	3.71612	3.64348	3.86405
NAE1	3.85242	3.39228	3.71348	3.8726	3.62893	3.75366	3.85114	3.9605	4.00537	4.09775	3.73259	4.01054	3.69569	3.89915	3.82118	3.86303	3.71938
ZMYM2	3.87809	4.02001	3.80493	3.82414	3.99297	3.71894	3.76197	3.81448	3.88892	3.8432	3.73475	3.89829	3.8096	3.87445	3.80902	3.71211	3.75049
SPIN1	3.87922	3.31191	3.77304	3.86089	3.45619	4.03618	4.02426	4.01002	3.95987	3.98531	3.86997	3.76076	3.42676	3.7945	3.73559	4.00647	3.70617
FGFR3	3.52109	4.62867	4.15895	3.62403	4.36003	3.25382	3.67395	3.77011	3.45195	3.32857	3.33287	3.78839	4.29951	3.59469	3.90487	3.34413	4.05327
WDR42A	3.94795	4.07643	3.86829	3.82893	3.54785	3.64348	3.7945	3.8306	3.9157	3.96078	3.69915	3.92557	3.63824	3.88892	3.79752	3.78224	3.77889
RIMS2	3.86687	4.11193	4.20801	3.91195	3.35401	3.8159	3.82874	3.79544	3.70663	3.76973	3.60226	3.69334	3.48713	3.83477	3.97807	3.85653	3.90932
LRIG1	3.69266	3.50365	3.60487	3.44259	4.27403	3.43936	3.54312	3.51154	3.45106	3.70166	3.67259	3.99297	4.3555	4.17882	3.98581	4.07288	4.10083
SEZ6L2	3.71305	3.17225	3.88852	3.93812	2.64265	3.86829	4.15895	4.13403	3.83165	3.93119	3.88636	3.77936	3.07091	3.94387	3.97759	4.00137	3.83645
MAPK8IP1	3.81688	3.81022	3.82065	3.83731	3.84776	3.50468	3.71809	3.77889	3.58894	3.67289	3.88288	3.86785	4.23233	3.91706	3.97187	3.75948	3.98943
