id	C3_raw	C4_raw	C7_raw	C8_raw	A9_raw	A10_raw	A11_raw	A12_raw	A14_raw	A15_raw
MYLK	1747.02678	2570.032561	3384.083694	2486	2122	1743.072365	2575	3372.091444	2889	2892.076722
MYO1A	13	14	38	21	13	23	7	31	22	32
MYO1C	416	714	553	359	295	358	490	656	689	678
MYO1D	1004	2021	2266	1114	1603	1132	2092	2619	2649	2111
MYO1E	689	2111.114684	1761.947942	1053.952381	1648	1087.078752	1901	2305.003168	2235	1934.895198
MYO5A	15264	29816.21401	52944	32647.14961	25146	21607.11043	27329.12267	24334.22315	28593.21101	21667
MYO5B	427	650	1087	786	599	610	661	683	857	654
MYO6	4756	6400	8321	5545	6105	5349	6580	9238	9645	7616
MYO7A	261	544	397	311	191	304	315	371	411	525
MYO7B	33	44	18	52	12	48	19	46	59	56
MYO9A	4305.026076	8232.827916	10097.47698	6878.501306	6414.698192	5671.603746	6838.580156	7529.848476	8525.670738	6242.524363
MYO9B	2275	4414	2836	1980	2478	1730.710732	3397.752612	4196	4171.487647	3939.624246
MYO10	3524	4440	6031	3277.304289	3368	2812	4994.777778	5125	5652	5149
MYOC	0	2	0	1	2	2	3	0	0	0
MYOD1	0	1	2	0	1	2	0	3	3	2
MYOG	3	5	4	6	3	8	1	8	7	3
PPP1R12A	5098.979175	9225.728247	10505.30297	6646.225681	6515.278172	5985.387329	6054.97648	6762.457181	8170.043959	6458.904648
PPP1R12B	4146	7892.281704	9155.247028	5420.989637	6046.090279	4786.056347	5914.90535	6930.66802	7315.664494	5768.577646
MYT1	244.5515826	349	410	234	200	307	292	401	396	365
NAB1	1104.913028	1953.869389	3088.093373	1594.889177	1708.942061	1524.995626	1545.186105	1939.920606	2513.17519	2133.935398
NAB2	409	692	1115	532	526.9649123	441	467	433	689.975	647
NACA	2582	4816	4884	3303	3661	3291	3776	4550	4910	3570
NAGA	232	366	338	218	203	247	332	414	376	364
NAGLU	103	258	241	215	145	122.0016056	275.0012687	310	233	238
HNRNPM	1464.902297	2113.870393	2871.886285	1944.109233	1757.961486	1683.917734	2550.923211	2493.791058	2675.858153	2386.882136
NAIP	591	884	666	490	281	436	504	1142	1263	510
NAP1L1	5490.253196	9588.481146	11205.92153	7160.010185	8682.42088	7721.93151	8930.419588	8974.793584	10496.82832	7001.714207
NAP1L2	1137	1851	4263	2507	2092	1957	1755	1469	2326	2158
NAP1L3	2232	4001	7603	4285	3775	2915	3560	3630	4894	4574
NAP1L4	2613.798634	5467.63744	5429.940786	3504.418326	3778.322252	3319.245721	4528.991081	4628.486955	4896.426594	4123.746638
NARS	2281.991935	4717.283438	8086.928022	5466.958472	4515.40538	4050	3920	4130.130107	5190.986927	4010.98042
NASP	1739.942331	2796.373374	2529.793349	1473.839931	2017.979883	1558.095602	2681.991953	3280.222165	2508.894152	1915.883577
NBL1	1047	1592	2911	1781	1151	1255	1346	1278	1525	1651
NUBP1	209	332	362	251.7126058	183	188	308.9286873	328.0064363	270	303.8611473
NBN	1491	2262	3221	2241	1897	1938	2025	2508	2854	2004
NCAM1	10423.31635	22946.73326	24408.80809	17139.90805	15861.37494	12684.44785	20518.15335	20773.42143	18981.46339	19380.90398
NCAM2	3618	9261	10241	6498	6676	5700	6819	8598	7378	5960
NCBP1	1747	2888	3752	2388	2086	1981	2706	3012	3053	2541
NCF2	54	79	47	83	82	88	107	208	114	135
NCF4	10	64	21	39	10	45	55	71	53	71
NCK1	178	420	455	342	330	254	332	355	402	339
NCL	3518	5366	7596	5122	4440	4483	5529	6489	7127	5775
NDN	230	557	1114	687	484	484	570	644	665	679
NDP	206	408	666	381	328	352	418	487	609	602
NDUFA1	980	1686	2553	1535	1356	1201	1353	1436	1818	1415
NDUFA2	274	604	1215	746	511	465	597	529	628	806
NDUFA3	487	1124	1636.037895	955	638	453	810	798	937.022923	942
NDUFA4	1140.275338	3457.544889	3345.855098	1905.904736	2443.640233	2816.41077	1926.342109	2432.749139	2876.406021	1486.877619
NDUFA5	1012	1815	3905	2474	2485	2204.644439	1818	1937	2584	1937
NDUFA6	620	1046	1495	909	792	706	830	826	1055	808
NDUFA7	199	390	710.5905189	319.0428734	328	305	343	336	580	424
NDUFA8	471	1063.035605	1345	824	655	536	891	675	833	741
NEB	356	936	381	708	532.0024634	361	866	879	827	768
NDUFA9	808	1564.253834	2891.39901	1633.853763	1318.927835	1094.862486	1436.991416	1537.207385	1962.894159	1216.960248
NDUFA10	2539.065873	4323.584705	4825.199011	3625.036055	2848.922594	2899.409388	3361.716981	3562.000167	3650.283383	3558.948813
NDUFAB1	587	1490.35073	2334.136861	1261	1230.061834	1236.953318	1192.358859	1063.069121	1415	1141
NDUFB1	486	1089	1412	879	944	1011	762	813	1040	775
NDUFB2	555	1188	2354	1370	886	754	1135	1094	1283	1235
NDUFB3	291	892	950	672	614	542	569	596	711	486
NDUFB4	147	325	411	246	211	195	234	234	302	257
NDUFB5	1034.12129	2349.500832	3634.748372	1979.521387	2057.08742	1852.583951	2015.259296	2103.017162	2430.838792	1816.601881
NDUFB6	412	811.8046898	1576.223535	897.4803559	960.0988947	684.8971754	786	938.8673847	958.0019833	942.3379647
NDUFB7	443	1020	1241	931	691	660	667	853	897	1004
NDUFB8	1160	2552	3735	2301	1666	1427	1721	1737	2001	2329
NDUFB9	990.9751122	2379.462122	2638.55985	1586.285004	1543.448623	1275.193559	1570.998672	1702.434215	2330.259147	1829.022595
NDUFB10	311	806	766	520	415	394	495	543	605	522
NDUFC1	345	767	972	520	672	531	543	667	885	699
NDUFC2	647	1418.324395	2623.868719	1568.297875	1136.105331	1159.685824	1139.993874	1359.326795	1590.578679	1566.996537
NDUFS1	4013.9514	8573.190686	12586.16516	7828.897148	6883.409984	5623.822676	6786.774513	7028.886292	8697.39105	6110.076657
NDUFS2	1093	3481.25465	3723.887663	2071.126649	2074.433841	1571.072534	2417.997487	2222.583056	2600.365331	1735
NDUFS3	431	1085	1569	986.9551314	857	752	872	827.9781642	990.9722764	815.9745353
NDUFV1	1087	2464	3641	2503	1726	1564	1812	1923	2328	1965
NDUFS4	480	1100	1541.606405	1039.626056	881.0544506	898.9722578	837	1069.986756	1247.20366	1115.849127
NDUFS5	1392	2907	2978	1921	2037	1780	1830	2403	2421	1945
NDUFS6	115	349	431	240	239	201	232	251	296	274
NDUFS8	455	1317	1640	1004.125134	673	553	1004	805	1053	936
NDUFV2	341	901	713.7381157	413.421893	612.9739487	567.1548689	654.9016441	779.1163199	733.9747307	377.2748724
NDUFV3	396	716	793	470	408	433	509	600	673	539
DRG1	518	1163.090658	1422	965	889.1486172	875.0410623	831	835	1124	850
NEDD4	301	491	395	252	339	320	465	531	498	358
2-Sep	3844.257241	5926.808243	7541.304572	5376.822883	6052.411565	5348.270244	6453.464066	11467.19225	12312.18544	9643.047237
RPL10A	92	166	383	211	148	106	131	184	182	283
NEDD8	840	2063	2476	1462	1507	1315	1317	1451	1453	1149
NEDD9	487.0000672	652	542.0000509	519.0053404	395	545.0000671	633	761	442.0000499	606.0144299
NEFM	3643	5785	6659	5023	3938	3773	5948	3446	6197	4215
NEFH	1221	2615	2043	1716	1754	1180	3562	1359	2495	1487
NELL1	670	2016	3846	1724	1515	1262.982609	1293	1413	1616.076654	1572
NEFL	8968	16925	27064	18330	14724	15020	15754	9885	17595	13947
NEK1	2148	2767.935427	3494	2068.721702	2304.879484	2751	2836.018528	2891.002429	3833.95748	2643
NEK2	8	4	362	19	8	11	4	7	8	1
NEK3	457	537.7562609	660.2803077	417	631.0064846	530.711505	469	996.0262968	965.0752027	767.4813717
NELL2	5612	17498.9984	24143.50609	15804.53154	11429.18433	10673.47239	10704.80117	9950.138588	12274.08846	9658
NEO1	2906	6379	5903	4022	4460	3992	6037	6633	7072	5333
NEU1	108	214	365	206	152	149	212	172	165	175
NEUROD1	69	43	100	134	65	59	69	57	71	63
NEUROD2	365	521	739	540	341	319	588	524	486	563
NF1	8485	14973.50009	23047.85942	14000.58403	13413	11707.20985	14327	15878.39869	15964.44233	13031.3765
NF2	2302	4019.818723	4230.583324	3313.498154	2325.512015	2085	3414.004821	2770.502432	3354.843064	3221.863468
NFATC1	82	116	90	61	52	68	133	125	78	98
NFATC2	63	88	72	45	49	49	84	127	80	114
NFIA	1368.498254	2006.002578	2443.511517	1562.684315	1481.243243	1451	1909.945778	2712.729947	2653	2123.107823
NFATC3	1028	1816	1772	1068	1120	922	1450	1621	1689	1302
NFATC4	194	297	219	204	151	94	288	237	206	228
NFE2	4	7	6	2	3	2	7	11	2	7
NFE2L1	3006	5412	6706	4695	3688	3473	4463	4140	5272	4867
NFE2L2	918.9508359	1657.971186	1447.501531	1022.232429	1293.21507	1041.994624	1557.996979	1751.973113	2111.395165	1509.257946
NFIB	2521	4394	5837	3486	3576	2831	3736	4482	4674	4027
NFIC	885	1512	1133.002266	904.5365179	780.0036095	736.0016127	1297	1181.466667	1427.261457	1289.553933
NFIL3	154	344	332	289	213	160	298	295	325	179
NFIX	3424	5321.868481	6184.529073	4158.377653	2924.007702	3142.788899	4617.011364	4849.84375	5763	5791.009642
NFKB1	522	1153	1054.877848	616.809436	724	639	1015.956684	1132.733197	1021	988
NFKB2	127	232	133	62	121	61	193	193	226	219
NFKBIA	488	1508	588	908	583	540	1226	1256	637	684
NFKBIB	96	266	315	175	124	149	216	171	200	214
NFKBIE	79	158	255.0106338	112	92	107	105	103	150	135
NFKBIL1	148	261	313	222	191	169	180	250	250	214
NFKBIL2	127	234	189	132	97	67	190	142	193	211
NFRKB	766	1055	1280	806	706	738	825	1131	1024	907
NFX1	1341	1946	2306	2024	1359	1476	1498	2184	2278	2109
NFYA	627	1358	1171	676	929	676	1013	976	1200	936
NFYB	538	1154	1803	1149	1130	1067	923	1303	1409	1179
NFYC	424	1043	949	645	543	472	745	753	811	761.6486535
NGF	3	4	12	13	8	6	8	8	11	5
NGFR	40	113	24	79	13	20	181	135	82	76
NHLH1	11	15	11	11	8	8	20	12	14	10
NHLH2	20	27	60	25	47	31	34	65	66	50
NHP2L1	1169	2235	3117	2016	1517	1472	1610	1775	2156	2026
NHS	745	540	832	644	407	491	632	709	743	677
NID1	175	328	350	350	188	245	368	366	347	226
NINJ1	161	514	336	232	236	227	304	368	385	357
NINJ2	96	339	257	162	266	129	261	275	309	279
NIT1	311.0328946	555	821.9059234	360	330	312	406	433	613	458
NKG7	6	2	8	2	3	0	5	8	2	13
NKTR	4778	5981	6741	5817	5528	5135	5120	8216	7034	6283
NKX2_2	120	199	191	90	140	106	152	204	233	279
NKX3_1	27	32	41	47	18	36	66	38	52	36
NKX6_1	2	1	1	0	2	1	4	6	3	2
NNAT	270	541	1140	588	358	428.0032767	387	407	390	514
NMB	14	32	89	80	49	33	39	86	93	61
NMBR	7	11	18	9	12	7	12	14	10	11
NME1	892.649613	2109.531958	3294.500822	1757.837508	1441.057577	1235.145345	1584.574936	1504.973238	1546.602073	1587.130957
NME2	369	1011	1001.002138	589	534	486.0289382	703.0054231	574.0000269	719	552
NME3	281	502	743	476	362	272	484	544	492	568
NME4	194	259	319	224	125	136	223	281	319	300
NQO2	439	1252	1173.296186	640.8677492	747.0709824	507.7065571	940	835.0251122	865	704.0854427
NMT1	2052.317817	4385.053727	5661.962289	3601.889153	2870	2396	3794	3597.017178	3746.088147	3206.713781
NNMT	22	46	55	99	29	45	43	47	48	44
NODAL	26	20	27	28	16	20	13	18	30	21
NOL1	340	747	647	395	300	318	491	397	479	439
NONO	1126	2538.011149	2558.778358	1765	1766.894846	1660	1936	2151	2332.770925	1923
NOS1	326	712	1179	529	503	403	534	844	980	781
NOS2A	150	309	349	399	185	223	248	228	292	303
NOS3	178	166	282	155	98	153	214	515	299	321
CNOT2	1193.000363	2698.992308	2690.893443	1913.909533	1820.157059	1546.943666	2006.793926	2431.37496	2404	1981.754101
CNOT3	424	642	529	416	289	262	517	528	593	562
CNOT4	872	1530	1805	1066	1114	1086	1234	1400	1378	1178
NOTCH1	1368	2162	2280	1225	1176	1285	2118	2537	2913	2697
NPY	126	675	698	225	312	224	367	557	474	614
NOTCH2	3869.959184	5911.948718	6060.101068	3525.587984	3492.913043	3926.935484	5076.907393	5084.017658	5592.973684	5570.838417
NOTCH3	723.0443839	763	1144	482	424	499	1028.009775	666	1134	935
NOTCH4	245	512	302.4016322	294.0013078	230.0012436	268.6297756	528	350	409	361.3756053
NOV	274	321	633	384	293	390	358	254	241	491
NOVA1	1392.731959	2551.865937	3829.881766	2307.475774	2098.005197	1953	1992.281121	2114.004845	2442	2339.08974
NOVA2	473	590	519	438	288	315	532	599	604	580
NP	76	237	153	88	121	93	179	235	198	128
NPAS1	101	129	201	115	65	75	115	182	124	132
NPAS2	1104	1614	1880	1177.799484	803	965.9358782	1117	1304.056296	1315.0517	1341
NPAT	681	1267	1425	1012	1137	942	944	1411	1376	1192
NPC1	1418	4672	3389	2170	3810	2366	4594	5272	4442	4235
NPHP1	282	380	421	347	286	305	320	429	373	365
NPHS1	13	14	20	22	13	23	6	12	11	14
NPM1	630	1362.658448	1372.400643	1021.302312	1331	1225.750921	939.6951452	1187.760123	1550	1022.739323
NPPA	11	7	37	18	16	29	9	28	26	20
NPPB	0	1	1	5	2	0	0	11	2	0
NPPC	8	16	16	22	10	9	14	31	25	19
NPR1	16	54	39	19	9	15	19	67	59	56
NPR2	456.0141071	1111	1099.024261	725.002808	669	551	751.92	700	874	672.7616828
NPR3	14	33	58	57	13	25	20	27	18	19
NPTX1	3994	6676	11540	6605	4554	3753	5500	5802	5982	6442
NPTX2	321	833	1584	665	398	505	543	638	227	505
NPY1R	13	35	44	25	31	20	27	34	21	29
NPY2R	21	207	140	165	42	24	50	35	49	50
NPY6R	74	142	108	63	108	104	123	211	128	97
NPY5R	48	97	188	92	99	88	66	81	72	96
SLC11A2	1341	3060	3253	2509	2692	2024	2659	3712	3517	2639
NRAP	31	73	39	58	49	26	67	38	42	37
NRAS	356	655	1305	877	735	717	682	990	1141	979.1273796
NRCAM	13693.88092	24849.37293	41957.00164	25499.94732	20016.43433	18074.30837	18587.08382	23819.20933	26343.62047	20062.8455
NRD1	3435.273699	6813.388497	9262.705023	5350.455325	5605.14734	5005.425568	6266.6962	6531.434241	6792.774447	4958.265079
NRF1	488	819.9863014	685.9710145	611.0413692	470	388	573.0528819	807	739	671
NRGN	4071	4297	7786	4753	2400	2166	3696	4501	5194	5020
NRL	71	87	107	87	77	64	93	108	106	125
NRTN	0	0	4	1	5	2	1	2	2	0
YBX1	300	508	567.0002493	374	403	341	456	706	653	504.0205737
NSF	8169.136786	20388.34025	37170.03456	19365.44553	17944.41609	15666.21877	18248.12823	15508.86661	21027.32096	11907.19526
NT5E	374	414	787	394	477	327.0070071	412.0264837	516	678	505.010871
NTHL1	133	268	441	211.0481805	183	130	241.9722222	277	287.070259	319
NTRK1	12	12	1	9	9	4	7	8	9	6
NTRK2	31651.45887	39576.99444	60418.57331	38828.08273	33373.46266	36493.98102	33741.54001	46362.48686	41659.51736	47706.83476
NTRK3	2680.56938	4027.399388	4707.027635	3430	2520.204028	2636.12874	3063.107425	3371.642295	3704.722315	3252.476426
NTN2L	41	84	72	28	33	21	73	60	58	65
ROR1	66	69	112	35	34	38	94	86	65	66
ROR2	22	28	72	49	28	24	17	29	28	31
DDR2	395	645	659	558	390	398	688	659	830	588
NTS	0	2	0	2	2	3	4	3	2	4
NTSR1	26	33	59	17	19	21	16	12	28	29
NUCB1	1640	2894	3777	2911	1896	1731	2141	2586	3262	2934
NUCB2	652.0593773	1068	1266.609909	768.4705278	833.4404857	876.8627451	858.9114914	933.7333333	1261.447368	856
NUMA1	6475.003057	11135	10093.19283	7080.884251	6403.608464	5880.762512	8708	9565.631282	9925.599126	9595.274661
NUP88	662.1021049	1206.02971	1307.617659	851	681.1292452	749.0282457	858.9930314	1169.931441	1289.362844	959.843992
NUP98	1921	3795	3737.15511	2327	2478.086714	2296.190329	2863.034136	3696.184251	3586	2994.039891
NR4A2	136	307	512	135	271	122	200	217	325	189
NVL	706.5668385	932.2758982	878.4955279	691.7775548	603.4492991	594.0729154	688.0650673	1054.781952	1023.885025	873
GPR143	74	99	175	77	57	56	72	112	107	151
OAS1	40	87	141	40	44	48	123	120	51	171
OAS2	80	99	222	42	61	52	141	191	139	223
OAS3	228	323	512	200	237	173	337	489	408	454
OAT	1750	4267	6667	4029	4043	3334	3535	3870	4506	3544
TBC1D25	237	428	621	368	313.017086	305.0164776	412	306	442	342
OAZ1	2978	6642	10324	6143	4536	4064	4752	4663	5497	5580
OAZ2	880.9601646	1991.588366	2927.901998	1741.14954	1541.045095	1474.6018	1681.485801	1658.922922	1930.49127	1541.988859
OCA2	271	378	670	376	208	219	216	320	291	340
OCLN	89	446	318	51	237	203	274	329	417	320
LOC4951	0	0	0	2	0	2	0	0	0	3
OCRL	1542	3441	3981	2998	2641	2514	2940	2735	3263	2161
ODC1	576.0740946	1007	1588	979	699	701	733	984.2280411	1250.148021	949
ODF1	0	1	6	1	1	1	1	0	1	3
ODF2	769	1384.093952	1102.009149	813.0162178	719	747	1041	1000	1026	1028
OMD	135	86	221	162	143	194	131	215	170	205
OGDH	2474	5063.829999	6168.346762	4384.004341	3411.851837	2619.437606	4327	4184.953407	5107.234824	4032.300349
OGG1	298.5692031	503	748.009179	429	273.0141973	271.972028	460	443.7243955	456	476
OGN	102	64	248	113	180	344	212	164	141	343
OLR1	71	213	239	135	232	407	307	441	233.2872207	597
OMG	1026	2643	3228	2221	2267	1929	1796	2275	2733	2498
OMP	3	2	1	1	2	0	2	4	5	2
OPA1	4548.009203	8873	15035.99865	10347.9854	9201.53809	7513.349409	7915.047145	9331.628688	10590.06299	7747.272188
OPCML	2680	5525	9364	6420	4922	4206	5161	4490	5271	4206
TNFRSF11B	38	63	49	52	40	130	59	96	168	118
OPHN1	2049	2730.004066	3142.005382	2228	1879.853659	2263	2379	3048	3071	2808
OPRD1	88	187	179	145	81	114	176	157	138	121
OPRK1	193	417	498	343	343	195	307	459	392	257
OPRL1	246	450	715	565	302	243	343	370	551.031378	488
OPRM1	277	679	728	425	366	367	507	448	435	423
OR1D2	5	1	1	4	0	4	3	0	3	1
OR1F1	3	8	13	5	3	6	6	3	5	3
OR2C1	12	21	15	5	12	4	11	5	11	9
OR3A1	3	0	2	3	2	0	5	2	2	2
OR3A2	20	9	69	26	11	9	23	17	17	18
ORC1L	8	36	25	24	10	14	24	24	26	31
ORC2L	641	1281	1485	1054	990	1010	937	1334	1393	1055
ORC4L	1048	1972.051546	3470.852885	1950.815251	1810.141613	1735.102005	1870.978947	1941.972221	2328.445888	1906.130279
ORC5L	602	1394	1646	1069	1133	832	1103	1228	1509	1101
SLC22A18	44	98.00534649	112	88	77	80	64	78.71428571	53	112
ORM1	1	0	2	3	0	0	0	0	0	0
ORM2	2	5	2	7	8	5	8	5	3	6
OSBP	1304	2600	3201	2076	2003.067173	1946	2110	2102.187935	2480	1974.984127
OSM	1	3	0	3	0	3	6	2	3	3
OTC	4	2	10	9	8	5	8	4	1	7
CLDN11	702	2215	2223	1541	2427	1834	2684	3725	4600	3218
OTX1	25	26	46	26	12	20	19	42	40	40
OTX2	0	0	1	0	0	3	0	0	0	2
OVGP1	218	314	237	286	251	287	211	310	326	288
OVOL1	8	7	7	5	3	4	3	0	10	5
OXA1L	655.2674698	1166.103841	1378.325384	1124.038732	889.2123308	903.1750432	850.1142819	1179.109288	1291.62598	968.9536973
OXCT1	2349	5933	8919	5309	4957	3603	4725	4660	5193	3534
OXT	0	0	4	0	4	0	1	0	0	0
OXTR	79	114	77	158	62	70	88	222	281	176
P2RX1	18	31	5	11	12	15	21	28	18	34
P2RX3	0	0	1	1	0	1	0	1	5	0
P2RX4	149	277	272.332154	144	211	191	179	264.0049283	223	219.0343919
P2RX5	314	482.8849738	880.0231652	397.5242837	330	321	446	424	456	461.1987532
P2RX7	973.9749366	4287.605397	1571.685057	870.0034804	1377.031143	934	2729.010181	1866.791128	2045.492771	1448.023093
P2RY1	180	198	342	222	189	138	250	304	270	337
P2RY2	6	20	23	8	13	6	19	19	21	6
P2RY4	6	11	8	7	7	6	3	6	12	9
P2RY6	4	11	15	17	6	7	4	34	32	14
P2RY11	129	233	221	164	121	144	165	181	230	220
P4HA1	548.2129154	1090.691593	1219.037913	497	931.7988446	857.873526	1209.044781	993.1093537	979.0613553	1054.91451
P4HB	1545	3030.912486	3690.682902	2592.932206	1844.902718	1792.121063	2319.943004	2550.117699	3045.969603	2697.966164
PA2G4	465	890.8155899	984.3653161	590.7869348	669.9402259	533.9063784	645.9516843	774.9283349	984.9262039	605.8562962
PEBP1	4471.965657	10827.98647	15460.75447	11031.45373	8848.984292	8246.447709	7661.959586	8276.605299	10221	9923
PABPC3	351	626	724	562	559	528	675	698	781	607
FURIN	621	1417	1388	1196	644	691	1054	1170	1009	1107
PCSK6	857	2854.113415	2621	1491.798479	2449	1645	2538.918409	2572.178973	2656.303906	2089.01836
PAFAH1B1	6779.362351	13437.98526	21209.50951	13464.34119	12828.746	11366.95197	12454.5017	13301.75862	14881.46602	10962.87241
PAFAH1B2	1241	3356.073848	3901.829521	2338.940411	2445	1984	2498	2541	2949.04347	2089.917399
PAFAH1B3	169	396	487	308	241	248	305	332	372	360
PAFAH2	165	265	310	167	172	179.9411765	312	277	323	236.0061618
PRDX1	2113.837241	4865.31423	5707.421017	3927.29579	3832.825659	3384.337128	4173.901406	4844.985724	5595.446715	4550.731247
PAH	81	106	265.897095	163.7645024	149	178	67	207	155	229.8463867
SERPINE1	31	78	9	46	52	55	45	42	12	62
SERPINB2	2	5	17	3	7	15	0	2	1	3
PAK1	4851.227515	9801.55449	20159.81419	11983.79153	9086.996923	8095.253663	7427.123953	7467.157907	9607.483888	8002.300514
PAK2	1124	2172	2004.793528	1772.836136	1760	1589.084329	2266	2862	2595.013704	2015.086655
PAK3	2450.055419	4865.001195	6410.942784	4248.919618	3320.29867	3001.011631	3166.443929	3502.690318	3838.337499	3599.000745
PALM	2662.000434	3667.043882	3879.071096	2985.327409	1538.113273	1792.645398	2569.112968	2992.657628	3542.0045	4013.152881
PAM	2682.928416	6180.635383	8735.208854	5786.19423	5016.314796	4744.963363	4736.277058	4233.468842	5635.13472	4025.904481
CNTN3	1587	2379	2884	2183	1364	1377	1798	2063	1715	2050
PAPPA	156	229	277	247	227	219	184	344	256	181
PARK2	368	756	1057	793	599	507	512	601	738	719
PARN	1536.965205	2411	3019.5242	1906.663019	2107.780052	1797.806645	1852.966655	2186	2716.834177	2418.577762
PAWR	97	120	194	120	117	96	161	124	180	157
PAX2	3	3	3	7	0	1	0	4	0	2
PAX3	0	2	3	7	6	0	2	0	1	2
PAX5	1	1	2	0	1	1	5	4	2	2
PAX6	560	804	1002	749	597	624	762	932	926	877
PAX7	3	18	13	10	3	5	13	10	6	7
PDCL	281	515	856	571.9886416	559.9642857	418	522	616	770.9647059	640
PAX9	1	8	2	3	5	4	0	0	2	2
PBX1	860	1733.022508	2231.586233	1394	1030.00431	1037.022241	1237.557408	1417	1503.888446	1336.105223
PBX2	276	383	344	235	252	214	397	385	412	323
PBX3	92	329	267	164	220	171	276	238	324	253.017864
PC	1336	2659	3007	2143	1507	1272	2389	2092	2286	2378
PCBD1	187	582	639	359	264	278	395	323	476	385
PCBP1	606	1072	1566	1040	678	661	1049	1073	1303	1303
PCBP2	2600.016793	4124.121117	4433.047904	3829.389462	3280.163563	3559.263595	4275.31442	4794.928633	5318.181988	3779.521767
PCCA	1659.227117	2422.700594	2907.585238	1699.458377	1751	1414	2113	2280	2476.936198	2023.888986
PCCB	1278	2147.938185	3252.741973	1935.97865	2013.925	1598.981606	2028.939633	2185.475875	2659.283518	2169.94913
PCDH1	1389	2265	4015	2212	1647	1606	1875	2156	2393	2282
PCDHGC3	1467	1809	2932	1705	1272	1169	1733	2350	2717	2358
PCDH7	2395	4706	7978	5145	3745	3219	4193	3923	4967	3584
PCDH8	741	955	1183	1308	566	890	819	439	606	1118
PCDH9	8080	14860	20667	10097	11520	8728	13955	15604	16548	13590
SERPINA5	6	39	3	9	3	26	15	28	51	20
PCK1	8	87	1	2	20	32	25	2	26	49
PCK2	63	114	138	85	91	86	96	131	123	191
PCM1	9100.240232	13997.12387	18978.7044	12251.01115	12430.33925	12204.80981	11299.99765	14680.91093	16612.8559	14726.14312
PCMT1	1890	4630	7652	4606	4164	3445	3658	3394	4313	3483
PCNA	263	763	843	404	559	477	567	586	819	581
PCNT	4370.308684	6175.931788	4458.020391	4465.64297	3013.828504	3179.008601	3838.836655	4661.964601	4958.012214	5028
PCOLCE	16	50	56	23	34	31	42	50	71	47
CHMP1A	539	984	1433.801141	951.2456664	631	564	781.8134592	900	1015	1056.899936
PCP4	116	200	358	202	182	153	156	163	150	251
PCSK1	1820	2891	6701.375722	3594	2883	2909	2031	2259	2210	2435
